category_id,branch,co_name,address1,address2,address3,city,pin_code,phone,fax,email,website,contact,keywords
Travelling Goods & Equipment,,AASHI PLASTIC INDUSTRIES,"25, V.K. ESTATE, NEAR GOTA RAILWAY CROSSING, GOTA,
",,,GOTA,382481,917930917283/7801/22156418,912717242693,info@aashiplastic.com,www.aashiplastic.com,Mr. PRADEEP  TRIVEDI," PVC PACKAGING BAGS FOR GARMENTS, TRAYELINK BAGS & POUCHES, ALL TYPES OF RAINWEARS Travelling Goods & Equipment"
Travelling Goods & Equipment,,ALICON PHARMACEUTICAL PVT. LTD.,"323, DIAMOND INDUSTRIAL ESTATE, NEAR TOLL NAKA, DAHISAR (E),",,,MUMBAI,400068,912228968802/28961220/28968093/(R)28191780,912256905187/28968802,alicon@rediffmail.com,,"Mr. JASWANT S. SHAH, Mr. SUDHIR M. SHAH"," TABLETS, CAPSULES, SYRUPS, POWDER Travelling Goods & Equipment"
Travelling Goods & Equipment,,SUPREME BAG INDUSTRIES,"NO. 1, 3RD CROSS, BALAPET,",,,BANGALORE,560053,918022253657,918022253657,,,MR. T A ZUBEIR, HIGH QUALITY TRAVELWARES & BAGS AND COMPLIMENTARIES Travelling Goods & Equipment
Travelling Goods & Equipment,,STANZY OVEN EQUIPMENT,"A/9, New Gajanand Colony, Opp. Khalid Bakery, Shivaji Nagar, Govandi,",,,MUMBAI,400043,912225580057/25560268,912225582231,stanzy_oven@hotmail.com,http://www.stanzyoven.com,"Mr. YAHYA  KHAN, Mr. Zakaria   Khan","Oil Fired Direct/Indirect Automatic Traveling Ovens for Biscuit/Bread Baking/Tin Printing,
Direct Gas Fired Oven, Deck Oven, Rotary Oven, Barrel Drying & PVC/Crown Caps Oven. Benton/Ecoflame Burner Spares 
Biscuit Manufacturing Plant, Bread baking Oven,"
Travelling Goods & Equipment,,DUGGAL BROS.,"C-51, JHANDEWALAN FLATTED FACTORIES COMPLEX, ",,,DELHI,110055,911123677983,911123677983,duggal_brothers68@yahoo.com,,Mr. Atul  Duggal," LEATHER GOODS, CORPORATE GIFT, TRAVEL ACCESSORIES Travelling Goods & Equipment"
Travelling Goods & Equipment,,CHOICE LABORATORIES,"204/205, SUYOJAN BUILDING, NR. HOTEL PRESIDENT, OFF C.G. ROAD,",,,AHMEDABAD,380009,917930940443/26444660/26430851,917926448857,"asvin@choicelab.com, choice@ad1.vsnl.net.in, umendra@icenet.net, choiceahd@sify.com",http://www.choicelab.com,"Mr. A. A. Patel, Mr. VISHAL P. SANGHAVI, MR. SUMIT D. RAJANI, MR. Bhagirath T. Vaghela","TOOTH PASTE, TALCS, PETROLEUM JELLY, BABY OIL, AIR FRESHNER GEL, SHAVING CREAMS, SHAVING FOAM, DETERGENT POWDER, TOILET SOAP, SHAMPOO, TRAVEL KITS TOOTH PASTE, TALCS, PETROLEUM JELLY, BABY OIL, AIR FRESHNER GEL, SHAVING CREAMS, SHAVING FOAM, DETERGENT POW"
Travelling Goods & Equipment,,ENCON EXPORTS PVT. LTD.,"Pune small scale industrial corporative estate ltd, plot no 427/43, cts no 903, gulteakadi industrial estate,",,,PUNE,411037,912024260666,912024261889,admin@enconmfg.com,, Sheetal  Kashilkar,"leather products--raw material, finished goods, leather bags, travel bags, travel accessories, wallets, hand bags  Travelling Goods & Equipment"
Travelling Goods & Equipment,,SUNNY AD GRAPHICS,"E-32A, CHANKYA PLACE, PART-I, OPP. C-1, JANAK PURI,",,,NEW DELHI,110059,911130959139/24919384,,sunnyadgraphics@yahoo.com,http://www.sunnytent.com,MR. VINOD  KUMAR," Display Tents, Umbrella, Banner Stands, Terry Towels, Travelling Equipments, Collapsible Chairs, Novelties, Gift Items As Per Your Need & A Range  Of Screen & Digital Printed Flex Banner. Travelling Goods & Equipment"
Travelling Goods & Equipment,,CAMEL BAGS,"G-Sector, O-Line, Shop No. 6, Cheeta Camp, Trombay,",,,MUMBAI,400009,912264163270,,company_bag@yahoo.co.in,,Mr. D. kareen LABBAI,"Travel Bags, College Bags, Air Bags, School Bags, Office Bags, Laptop Bags, Tool Bags, Duffel Bags, Tote bags, High Fashion Bags, Hands free Bags, Portfolios, Rome Free Bags, Haversacks Bags, Shopping Bags, Backpacks, Pouches, Eco Friendly Bags, Planners,"
Travelling Goods & Equipment,KOLKATA,EXOTIC FASHIONS PRIVATE LIMITED,"25, Rifle Range Road, ",,,KOLKATA,700019,913322871227/22804845,913322878427,exoticfashions@vsnl.net,http://www.exoticfashions.in,Mr. Siddhartha  Jalan,Travelling Goods & Equipment
Travelling Goods & Equipment,,WILDCRAFT INDIA PVT. LTD.,"# 81/B, LAXMI MANSION, 22ND CROSS, 3RD BLOCK JAYANAGAR, ",,,BANGALORE,560011,918026647036/22455608,918022234818,adventureworks@gmail.com,,mr. DINESH  ,"bags trecking bags, school bags, Tents & Tarpaulins, Travelling Goods & Equipment  bags trecking bags, school bags Travelling Goods & Equipment"
Travelling Goods & Equipment,,SUPREME BAG HOUSE,"6160, 1st Floor, Gali Gurudwara, Nabi Karim, Jhandewalan, Pahargunj,",,,NEW DELHI,11006,911127471350,,vikas_arora31@yahoo.com,,"Mr. VISHAL  ARORA, Mr. Vikas  Arora"," Traveling Bags, School Bags, Cotton Bags Travelling Goods & Equipment"
Travelling Goods & Equipment,,LAV EXPORTS,"3507/10, PYARELAL ROAD, KAROL BAGH,",,,NEW DELHI,110005,911125742794/25754996,911125738191,lavexports@hotmail.com,,Mr. Arvind  Birla,"LEATHER GARMENTS, GENTS WALLETS, LADIES PURSES & TRAVELLING GOODS, PURSES, BAGS LEATHER GARMENTS, GENTS WALLETS, LADIES PURSES & TRAVELLING GOODS, PURSES, BAGS Travelling Goods & Equipment"
Travelling Goods & Equipment,,SILVERTONES IMPEX PVT. LTD.,"95-A, CONNAGHT CIRCUS,",,,NEW DELHI,110001,911123547246,911141598399,suntopbags@gmail.com,http://www.suntopbags.org,Mr. Vinay K. Chawla,"PVC /PU COATED FABRICS, REXINES, INDUSTRIAL FABRICS, COTTON CLOTH, CANVAS, PVC FILMS BAGS, TRAVELLING CASES, BACKPACKS PVC /PU COATED FABRICS, REXINES, INDUSTRIAL FABRICS, COTTON CLOTH, CANVAS, PVC FILMS BAGS, TRAVELLING CASES, BACKPACKS Travelling Goods "
Travelling Goods & Equipment,,BEE EN FOAM PRODUCTS,"B-74, SECTOR-VIII,",,,NOIDA,201301,911202424546/576,,,http://www.indianinfonet.com/hh/bee,Mr. Mehta  ,"POLYESTER FIBRE, POLYURETHANE FOAM, PILLOWS, MATTRESSES, CUSHIONS, BOALSTERS, TRAAVELLING KITS, TOYS, QUILTS & OTHER FOAM ITEMS, HOME FURNISHING, UPHOLSTERY FABRICS POLYESTER FIBRE, POLYURETHANE FOAM, PILLOWS, MATTRESSES, CUSHIONS, BOALSTERS, TRAAVELLING "
Travelling Goods & Equipment,,SHREE VANI INDUSTRIES,"NO. 29, ARUNA RAMESH BUILDING, MAMULPET,",,,BANGALORE,560053,918022873967/26606070,918022873966,,,Mr. BABU  ," SUITCASE, BAGS & TRAVELING GOODS, COLLEGE BAGS Travelling Goods & Equipment"
Travelling Goods & Equipment,,SGL LEATHERS,"15 RAMASWAMY STREET, RADHA NAGAR, CHROMPET,",,,CHENNAI,600044,914422650372/2660,914422650888/2660,pkmurthy@vsnl.net,,"Mr. P.  KRISHNAMURTHY, Mr. K. THOMAS ABRAHAM","TRAVEL/LUGGAGEWARE, PASSPORT HOLDERS/CREDIT CARD HOLDERS, LADIES HANDBAGS & OTHER BAGS, WALLETS TRAVEL/LUGGAGEWARE, PASSPORT HOLDERS/CREDIT CARD HOLDERS, LADIES HANDBAGS & OTHER BAGS, WALLETS Travelling Goods & Equipment"
Travelling Goods & Equipment,MUMBAI,BALAJI INDUSTRIES,"66/67, GOLD FIELD PLAZA, KALLAKILA, DHARAVI,",,,MUMBAI,400017,912224012390,912224012390,maniksent@hotmail.com,http://www.kashwallets.co.in,Ms. Parvati B. Fatnani,Travelling Goods & Equipment
Travelling Goods & Equipment,KOLKATA,IMPRESSIVE EXPORTS,"T/11G/2, MCLEOD STREET, 3RD FLOOR",,,KOLKATA,700016,913322172051/22262618/22299970,913322172051,impresiv@cal3.vsnl.net.in,http://www.impressiveexport.com,Mr. S.R  Rahman,Travelling Goods & Equipment
Travelling Goods & Equipment,,A & A INTERNATIONAL,"A-1101, Panchsheel Heights, Mahavir Nagar, Kandivli West,",,,MUMBAI,400067,912266680604,912228605807,info@aaintl.net,,Mr. Hemu   Suvarna,"Corporate Gift articles- Leather Wallets, Travel Accessories, Nylon Bags, Port Folio Bags  Travelling Goods & Equipment"
Travelling Goods & Equipment,,FRASER TECHNO CIRCUITS LIMITED,"SHREE NIWAS HOUSE, 2ND FLOOR, H. SAMANI MARG, FORT,",,,MUMBAI,400001,912222072455/22073058,912222079401,fraser@bgl.vsnl.net.in,http://www.frasertechno.com,"Mr.   , Mr. Narendra  Damani","SOFTWARE POWER INLINE SURGE PROTECTORS, LAPTOP TRAVEL ACCESSORIES, MULTI-SOCKET OUTLET, RACK MOUNT UNITS Travelling Goods & Equipment"
Travelling Goods & Equipment,,K. A. P. INDUSTRIES,"19, ARUNA RAMESH BUILDING, MAMULPET,",,,BANGALORE,560053,918022872478/26569167(R),918022872478,"bagskap@yahoo.co.in, vamshikr@sify.com",http://www.kapindustries.com,"Mr. VAMISHI  , MR. RAM  PRASAD"," COMPLIMENTARY BAGS, TRAVEL BAGS, TRAVELING REQUIREMENT BAGS Travelling Goods & Equipment"
